STATE|STATEFP|COUNTYFP|COUNTYNAME|VTDST|VTDNAME
PR|72|001|Adjuntas Municipio|0055.1|Voting District 0055.1
PR|72|001|Adjuntas Municipio|0055.2|Voting District 0055.2
PR|72|001|Adjuntas Municipio|0055.3|Voting District 0055.3
PR|72|001|Adjuntas Municipio|0055.4|Voting District 0055.4
PR|72|001|Adjuntas Municipio|0055.5|Voting District 0055.5
PR|72|001|Adjuntas Municipio|0055.6|Voting District 0055.6
PR|72|001|Adjuntas Municipio|0055.7|Voting District 0055.7
PR|72|001|Adjuntas Municipio|0055.8|Voting District 0055.8
PR|72|001|Adjuntas Municipio|0055.9|Voting District 0055.9
PR|72|001|Adjuntas Municipio|055.10|Voting District 055.10
PR|72|001|Adjuntas Municipio|055.11|Voting District 055.11
PR|72|001|Adjuntas Municipio|055.12|Voting District 055.12
PR|72|003|Aguada Municipio|0038.1|Voting District 0038.1
PR|72|003|Aguada Municipio|0038.2|Voting District 0038.2
PR|72|003|Aguada Municipio|0038.3|Voting District 0038.3
PR|72|003|Aguada Municipio|0038.4|Voting District 0038.4
PR|72|003|Aguada Municipio|0038.5|Voting District 0038.5
PR|72|003|Aguada Municipio|0038.6|Voting District 0038.6
PR|72|003|Aguada Municipio|0038.7|Voting District 0038.7
PR|72|003|Aguada Municipio|0038.8|Voting District 0038.8
PR|72|003|Aguada Municipio|0038.9|Voting District 0038.9
PR|72|003|Aguada Municipio|038.10|Voting District 038.10
PR|72|003|Aguada Municipio|038.11|Voting District 038.11
PR|72|003|Aguada Municipio|038.12|Voting District 038.12
PR|72|003|Aguada Municipio|038.13|Voting District 038.13
PR|72|003|Aguada Municipio|038.14|Voting District 038.14
PR|72|003|Aguada Municipio|038.15|Voting District 038.15
PR|72|003|Aguada Municipio|038.16|Voting District 038.16
PR|72|003|Aguada Municipio|038.17|Voting District 038.17
PR|72|003|Aguada Municipio|ZZZZZZ|Voting Districts Not Defined
PR|72|005|Aguadilla Municipio|0035.1|Voting District 0035.1
PR|72|005|Aguadilla Municipio|0035.2|Voting District 0035.2
PR|72|005|Aguadilla Municipio|0035.3|Voting District 0035.3
PR|72|005|Aguadilla Municipio|0035.4|Voting District 0035.4
PR|72|005|Aguadilla Municipio|0035.5|Voting District 0035.5
PR|72|005|Aguadilla Municipio|0035.6|Voting District 0035.6
PR|72|005|Aguadilla Municipio|0035.7|Voting District 0035.7
PR|72|005|Aguadilla Municipio|0035.8|Voting District 0035.8
PR|72|005|Aguadilla Municipio|0035.9|Voting District 0035.9
PR|72|005|Aguadilla Municipio|035.10|Voting District 035.10
PR|72|005|Aguadilla Municipio|035.11|Voting District 035.11
PR|72|005|Aguadilla Municipio|035.12|Voting District 035.12
PR|72|005|Aguadilla Municipio|035.13|Voting District 035.13
PR|72|005|Aguadilla Municipio|035.14|Voting District 035.14
PR|72|005|Aguadilla Municipio|035.15|Voting District 035.15
PR|72|005|Aguadilla Municipio|035.16|Voting District 035.16
PR|72|005|Aguadilla Municipio|035.17|Voting District 035.17
PR|72|005|Aguadilla Municipio|035.18|Voting District 035.18
PR|72|005|Aguadilla Municipio|035.19|Voting District 035.19
PR|72|005|Aguadilla Municipio|ZZZZZZ|Voting Districts Not Defined
PR|72|007|Aguas Buenas Municipio|0081.1|Voting District 0081.1
PR|72|007|Aguas Buenas Municipio|0081.2|Voting District 0081.2
PR|72|007|Aguas Buenas Municipio|0081.3|Voting District 0081.3
PR|72|007|Aguas Buenas Municipio|0081.4|Voting District 0081.4
PR|72|007|Aguas Buenas Municipio|0081.5|Voting District 0081.5
PR|72|007|Aguas Buenas Municipio|0081.6|Voting District 0081.6
PR|72|009|Aibonito Municipio|0069.1|Voting District 0069.1
PR|72|009|Aibonito Municipio|0069.2|Voting District 0069.2
PR|72|009|Aibonito Municipio|0069.3|Voting District 0069.3
PR|72|009|Aibonito Municipio|0069.4|Voting District 0069.4
PR|72|009|Aibonito Municipio|0069.5|Voting District 0069.5
PR|72|009|Aibonito Municipio|0069.6|Voting District 0069.6
PR|72|009|Aibonito Municipio|0069.7|Voting District 0069.7
PR|72|009|Aibonito Municipio|0069.8|Voting District 0069.8
PR|72|011|Añasco Municipio|0040.1|Voting District 0040.1
PR|72|011|Añasco Municipio|0040.2|Voting District 0040.2
PR|72|011|Añasco Municipio|0040.3|Voting District 0040.3
PR|72|011|Añasco Municipio|0040.4|Voting District 0040.4
PR|72|011|Añasco Municipio|0040.5|Voting District 0040.5
PR|72|011|Añasco Municipio|0040.6|Voting District 0040.6
PR|72|011|Añasco Municipio|0040.7|Voting District 0040.7
PR|72|011|Añasco Municipio|0040.8|Voting District 0040.8
PR|72|011|Añasco Municipio|0040.9|Voting District 0040.9
PR|72|011|Añasco Municipio|040.10|Voting District 040.10
PR|72|011|Añasco Municipio|040.11|Voting District 040.11
PR|72|011|Añasco Municipio|040.12|Voting District 040.12
PR|72|011|Añasco Municipio|040.13|Voting District 040.13
PR|72|011|Añasco Municipio|040.14|Voting District 040.14
PR|72|011|Añasco Municipio|ZZZZZZ|Voting Districts Not Defined
PR|72|013|Arecibo Municipio|0026.1|Voting District 0026.1
PR|72|013|Arecibo Municipio|0026.2|Voting District 0026.2
PR|72|013|Arecibo Municipio|0026.3|Voting District 0026.3
PR|72|013|Arecibo Municipio|0026.4|Voting District 0026.4
PR|72|013|Arecibo Municipio|0026.5|Voting District 0026.5
PR|72|013|Arecibo Municipio|0027.1|Voting District 0027.1
PR|72|013|Arecibo Municipio|0027.2|Voting District 0027.2
PR|72|013|Arecibo Municipio|0027.3|Voting District 0027.3
PR|72|013|Arecibo Municipio|0027.4|Voting District 0027.4
PR|72|013|Arecibo Municipio|0027.5|Voting District 0027.5
PR|72|013|Arecibo Municipio|0027.6|Voting District 0027.6
PR|72|013|Arecibo Municipio|0027.7|Voting District 0027.7
PR|72|013|Arecibo Municipio|0027.8|Voting District 0027.8
PR|72|013|Arecibo Municipio|0027.9|Voting District 0027.9
PR|72|013|Arecibo Municipio|027.10|Voting District 027.10
PR|72|013|Arecibo Municipio|027.11|Voting District 027.11
PR|72|013|Arecibo Municipio|027.12|Voting District 027.12
PR|72|013|Arecibo Municipio|027.13|Voting District 027.13
PR|72|013|Arecibo Municipio|027.14|Voting District 027.14
PR|72|013|Arecibo Municipio|027.15|Voting District 027.15
PR|72|013|Arecibo Municipio|027.16|Voting District 027.16
PR|72|013|Arecibo Municipio|027.17|Voting District 027.17
PR|72|013|Arecibo Municipio|027.18|Voting District 027.18
PR|72|013|Arecibo Municipio|027.19|Voting District 027.19
PR|72|013|Arecibo Municipio|027.20|Voting District 027.20
PR|72|013|Arecibo Municipio|027.21|Voting District 027.21
PR|72|013|Arecibo Municipio|027.22|Voting District 027.22
PR|72|013|Arecibo Municipio|027.23|Voting District 027.23
PR|72|013|Arecibo Municipio|027.24|Voting District 027.24
PR|72|013|Arecibo Municipio|027.25|Voting District 027.25
PR|72|013|Arecibo Municipio|027.26|Voting District 027.26
PR|72|013|Arecibo Municipio|027.27|Voting District 027.27
PR|72|013|Arecibo Municipio|ZZZZZZ|Voting Districts Not Defined
PR|72|015|Arroyo Municipio|0080.1|Voting District 0080.1
PR|72|015|Arroyo Municipio|0080.2|Voting District 0080.2
PR|72|015|Arroyo Municipio|0080.3|Voting District 0080.3
PR|72|015|Arroyo Municipio|0080.4|Voting District 0080.4
PR|72|015|Arroyo Municipio|0080.5|Voting District 0080.5
PR|72|015|Arroyo Municipio|0080.6|Voting District 0080.6
PR|72|015|Arroyo Municipio|0080.7|Voting District 0080.7
PR|72|015|Arroyo Municipio|ZZZZZZ|Voting Districts Not Defined
PR|72|017|Barceloneta Municipio|0025.1|Voting District 0025.1
PR|72|017|Barceloneta Municipio|0025.2|Voting District 0025.2
PR|72|017|Barceloneta Municipio|0025.3|Voting District 0025.3
PR|72|017|Barceloneta Municipio|0025.4|Voting District 0025.4
PR|72|017|Barceloneta Municipio|0025.5|Voting District 0025.5
PR|72|017|Barceloneta Municipio|0025.6|Voting District 0025.6
PR|72|017|Barceloneta Municipio|0025.7|Voting District 0025.7
PR|72|017|Barceloneta Municipio|0025.8|Voting District 0025.8
PR|72|017|Barceloneta Municipio|ZZZZZZ|Voting Districts Not Defined
PR|72|019|Barranquitas Municipio|0070.1|Voting District 0070.1
PR|72|019|Barranquitas Municipio|0070.2|Voting District 0070.2
PR|72|019|Barranquitas Municipio|0070.3|Voting District 0070.3
PR|72|019|Barranquitas Municipio|0070.4|Voting District 0070.4
PR|72|019|Barranquitas Municipio|0070.5|Voting District 0070.5
PR|72|019|Barranquitas Municipio|0070.6|Voting District 0070.6
PR|72|019|Barranquitas Municipio|0070.7|Voting District 0070.7
PR|72|019|Barranquitas Municipio|0070.8|Voting District 0070.8
PR|72|019|Barranquitas Municipio|0070.9|Voting District 0070.9
PR|72|019|Barranquitas Municipio|0071.1|Voting District 0071.1
PR|72|019|Barranquitas Municipio|0071.2|Voting District 0071.2
PR|72|019|Barranquitas Municipio|070.10|Voting District 070.10
PR|72|021|Bayamón Municipio|0009.1|Voting District 0009.1
PR|72|021|Bayamón Municipio|0009.2|Voting District 0009.2
PR|72|021|Bayamón Municipio|0010.1|Voting District 0010.1
PR|72|021|Bayamón Municipio|0010.2|Voting District 0010.2
PR|72|021|Bayamón Municipio|0010.3|Voting District 0010.3
PR|72|021|Bayamón Municipio|0010.4|Voting District 0010.4
PR|72|021|Bayamón Municipio|0010.5|Voting District 0010.5
PR|72|021|Bayamón Municipio|0010.6|Voting District 0010.6
PR|72|021|Bayamón Municipio|0010.7|Voting District 0010.7
PR|72|021|Bayamón Municipio|0010.8|Voting District 0010.8
PR|72|021|Bayamón Municipio|0010.9|Voting District 0010.9
PR|72|021|Bayamón Municipio|0011.1|Voting District 0011.1
PR|72|021|Bayamón Municipio|0011.2|Voting District 0011.2
PR|72|021|Bayamón Municipio|0011.3|Voting District 0011.3
PR|72|021|Bayamón Municipio|0011.4|Voting District 0011.4
PR|72|021|Bayamón Municipio|0011.5|Voting District 0011.5
PR|72|021|Bayamón Municipio|0011.6|Voting District 0011.6
PR|72|021|Bayamón Municipio|0011.7|Voting District 0011.7
PR|72|021|Bayamón Municipio|0011.8|Voting District 0011.8
PR|72|021|Bayamón Municipio|0011.9|Voting District 0011.9
PR|72|021|Bayamón Municipio|0012.1|Voting District 0012.1
PR|72|021|Bayamón Municipio|0012.2|Voting District 0012.2
PR|72|021|Bayamón Municipio|0012.3|Voting District 0012.3
PR|72|021|Bayamón Municipio|0012.4|Voting District 0012.4
PR|72|021|Bayamón Municipio|0012.5|Voting District 0012.5
PR|72|021|Bayamón Municipio|0012.6|Voting District 0012.6
PR|72|021|Bayamón Municipio|010.10|Voting District 010.10
PR|72|021|Bayamón Municipio|010.11|Voting District 010.11
PR|72|021|Bayamón Municipio|010.12|Voting District 010.12
PR|72|021|Bayamón Municipio|010.13|Voting District 010.13
PR|72|021|Bayamón Municipio|010.14|Voting District 010.14
PR|72|021|Bayamón Municipio|010.15|Voting District 010.15
PR|72|021|Bayamón Municipio|010.16|Voting District 010.16
PR|72|021|Bayamón Municipio|010.17|Voting District 010.17
PR|72|021|Bayamón Municipio|010.18|Voting District 010.18
PR|72|021|Bayamón Municipio|010.19|Voting District 010.19
PR|72|021|Bayamón Municipio|010.20|Voting District 010.20
PR|72|021|Bayamón Municipio|010.21|Voting District 010.21
PR|72|021|Bayamón Municipio|010.22|Voting District 010.22
PR|72|021|Bayamón Municipio|010.23|Voting District 010.23
PR|72|021|Bayamón Municipio|010.24|Voting District 010.24
PR|72|021|Bayamón Municipio|010.25|Voting District 010.25
PR|72|021|Bayamón Municipio|010.26|Voting District 010.26
PR|72|021|Bayamón Municipio|010.27|Voting District 010.27
PR|72|021|Bayamón Municipio|010.28|Voting District 010.28
PR|72|021|Bayamón Municipio|011.10|Voting District 011.10
PR|72|021|Bayamón Municipio|011.11|Voting District 011.11
PR|72|021|Bayamón Municipio|011.12|Voting District 011.12
PR|72|021|Bayamón Municipio|011.13|Voting District 011.13
PR|72|021|Bayamón Municipio|011.14|Voting District 011.14
PR|72|021|Bayamón Municipio|011.15|Voting District 011.15
PR|72|021|Bayamón Municipio|011.16|Voting District 011.16
PR|72|021|Bayamón Municipio|011.17|Voting District 011.17
PR|72|021|Bayamón Municipio|011.18|Voting District 011.18
PR|72|021|Bayamón Municipio|011.19|Voting District 011.19
PR|72|021|Bayamón Municipio|011.20|Voting District 011.20
PR|72|021|Bayamón Municipio|011.21|Voting District 011.21
PR|72|021|Bayamón Municipio|011.22|Voting District 011.22
PR|72|021|Bayamón Municipio|011.23|Voting District 011.23
PR|72|021|Bayamón Municipio|011.24|Voting District 011.24
PR|72|021|Bayamón Municipio|011.25|Voting District 011.25
PR|72|021|Bayamón Municipio|011.26|Voting District 011.26
PR|72|023|Cabo Rojo Municipio|0046.1|Voting District 0046.1
PR|72|023|Cabo Rojo Municipio|0046.2|Voting District 0046.2
PR|72|023|Cabo Rojo Municipio|0046.3|Voting District 0046.3
PR|72|023|Cabo Rojo Municipio|0046.4|Voting District 0046.4
PR|72|023|Cabo Rojo Municipio|0046.5|Voting District 0046.5
PR|72|023|Cabo Rojo Municipio|0046.6|Voting District 0046.6
PR|72|023|Cabo Rojo Municipio|0046.7|Voting District 0046.7
PR|72|023|Cabo Rojo Municipio|0046.8|Voting District 0046.8
PR|72|023|Cabo Rojo Municipio|0046.9|Voting District 0046.9
PR|72|023|Cabo Rojo Municipio|046.10|Voting District 046.10
PR|72|023|Cabo Rojo Municipio|046.11|Voting District 046.11
PR|72|023|Cabo Rojo Municipio|ZZZZZZ|Voting Districts Not Defined
PR|72|025|Caguas Municipio|0082.1|Voting District 0082.1
PR|72|025|Caguas Municipio|0082.2|Voting District 0082.2
PR|72|025|Caguas Municipio|0082.3|Voting District 0082.3
PR|72|025|Caguas Municipio|0082.4|Voting District 0082.4
PR|72|025|Caguas Municipio|0082.5|Voting District 0082.5
PR|72|025|Caguas Municipio|0082.6|Voting District 0082.6
PR|72|025|Caguas Municipio|0082.7|Voting District 0082.7
PR|72|025|Caguas Municipio|0082.8|Voting District 0082.8
PR|72|025|Caguas Municipio|0082.9|Voting District 0082.9
PR|72|025|Caguas Municipio|0083.1|Voting District 0083.1
PR|72|025|Caguas Municipio|0083.2|Voting District 0083.2
PR|72|025|Caguas Municipio|0083.3|Voting District 0083.3
PR|72|025|Caguas Municipio|0083.4|Voting District 0083.4
PR|72|025|Caguas Municipio|0083.5|Voting District 0083.5
PR|72|025|Caguas Municipio|0083.6|Voting District 0083.6
PR|72|025|Caguas Municipio|0083.7|Voting District 0083.7
PR|72|025|Caguas Municipio|0083.8|Voting District 0083.8
PR|72|025|Caguas Municipio|0083.9|Voting District 0083.9
PR|72|025|Caguas Municipio|077.17|Voting District 077.17
PR|72|025|Caguas Municipio|082.10|Voting District 082.10
PR|72|025|Caguas Municipio|082.11|Voting District 082.11
PR|72|025|Caguas Municipio|082.12|Voting District 082.12
PR|72|025|Caguas Municipio|082.13|Voting District 082.13
PR|72|025|Caguas Municipio|082.14|Voting District 082.14
PR|72|025|Caguas Municipio|082.15|Voting District 082.15
PR|72|025|Caguas Municipio|082.16|Voting District 082.16
PR|72|025|Caguas Municipio|082.17|Voting District 082.17
PR|72|025|Caguas Municipio|082.18|Voting District 082.18
PR|72|025|Caguas Municipio|083.10|Voting District 083.10
PR|72|025|Caguas Municipio|083.11|Voting District 083.11
PR|72|025|Caguas Municipio|083.12|Voting District 083.12
PR|72|025|Caguas Municipio|083.13|Voting District 083.13
PR|72|025|Caguas Municipio|083.14|Voting District 083.14
PR|72|025|Caguas Municipio|083.15|Voting District 083.15
PR|72|025|Caguas Municipio|083.16|Voting District 083.16
PR|72|025|Caguas Municipio|083.17|Voting District 083.17
PR|72|025|Caguas Municipio|083.18|Voting District 083.18
PR|72|025|Caguas Municipio|083.19|Voting District 083.19
PR|72|025|Caguas Municipio|083.20|Voting District 083.20
PR|72|025|Caguas Municipio|083.21|Voting District 083.21
PR|72|025|Caguas Municipio|083.22|Voting District 083.22
PR|72|025|Caguas Municipio|083.23|Voting District 083.23
PR|72|025|Caguas Municipio|083.24|Voting District 083.24
PR|72|025|Caguas Municipio|083.25|Voting District 083.25
PR|72|025|Caguas Municipio|083.26|Voting District 083.26
PR|72|025|Caguas Municipio|083.27|Voting District 083.27
PR|72|025|Caguas Municipio|083.28|Voting District 083.28
PR|72|025|Caguas Municipio|083.29|Voting District 083.29
PR|72|025|Caguas Municipio|083.30|Voting District 083.30
PR|72|025|Caguas Municipio|083.31|Voting District 083.31
PR|72|025|Caguas Municipio|083.32|Voting District 083.32
PR|72|027|Camuy Municipio|0030.1|Voting District 0030.1
PR|72|027|Camuy Municipio|0030.2|Voting District 0030.2
PR|72|027|Camuy Municipio|0030.3|Voting District 0030.3
PR|72|027|Camuy Municipio|0030.4|Voting District 0030.4
PR|72|027|Camuy Municipio|0030.5|Voting District 0030.5
PR|72|027|Camuy Municipio|0030.6|Voting District 0030.6
PR|72|027|Camuy Municipio|0030.7|Voting District 0030.7
PR|72|027|Camuy Municipio|0030.8|Voting District 0030.8
PR|72|027|Camuy Municipio|0030.9|Voting District 0030.9
PR|72|027|Camuy Municipio|030.10|Voting District 030.10
PR|72|027|Camuy Municipio|030.11|Voting District 030.11
PR|72|027|Camuy Municipio|030.12|Voting District 030.12
PR|72|027|Camuy Municipio|030.13|Voting District 030.13
PR|72|027|Camuy Municipio|030.14|Voting District 030.14
PR|72|027|Camuy Municipio|030.15|Voting District 030.15
PR|72|027|Camuy Municipio|030.16|Voting District 030.16
PR|72|027|Camuy Municipio|ZZZZZZ|Voting Districts Not Defined
PR|72|029|Canóvanas Municipio|0104.1|Voting District 0104.1
PR|72|029|Canóvanas Municipio|0104.2|Voting District 0104.2
PR|72|029|Canóvanas Municipio|0104.3|Voting District 0104.3
PR|72|029|Canóvanas Municipio|0104.4|Voting District 0104.4
PR|72|029|Canóvanas Municipio|0104.5|Voting District 0104.5
PR|72|029|Canóvanas Municipio|0104.6|Voting District 0104.6
PR|72|029|Canóvanas Municipio|0104.7|Voting District 0104.7
PR|72|029|Canóvanas Municipio|0104.8|Voting District 0104.8
PR|72|029|Canóvanas Municipio|0105.1|Voting District 0105.1
PR|72|029|Canóvanas Municipio|0105.2|Voting District 0105.2
PR|72|029|Canóvanas Municipio|0105.3|Voting District 0105.3
PR|72|029|Canóvanas Municipio|0105.4|Voting District 0105.4
PR|72|029|Canóvanas Municipio|0105.5|Voting District 0105.5
PR|72|029|Canóvanas Municipio|0105.6|Voting District 0105.6
PR|72|029|Canóvanas Municipio|0105.7|Voting District 0105.7
PR|72|031|Carolina Municipio|0106.1|Voting District 0106.1
PR|72|031|Carolina Municipio|0106.2|Voting District 0106.2
PR|72|031|Carolina Municipio|0106.3|Voting District 0106.3
PR|72|031|Carolina Municipio|0106.4|Voting District 0106.4
PR|72|031|Carolina Municipio|0106.5|Voting District 0106.5
PR|72|031|Carolina Municipio|0106.6|Voting District 0106.6
PR|72|031|Carolina Municipio|0106.7|Voting District 0106.7
PR|72|031|Carolina Municipio|0106.8|Voting District 0106.8
PR|72|031|Carolina Municipio|0106.9|Voting District 0106.9
PR|72|031|Carolina Municipio|0107.1|Voting District 0107.1
PR|72|031|Carolina Municipio|0107.2|Voting District 0107.2
PR|72|031|Carolina Municipio|0107.3|Voting District 0107.3
PR|72|031|Carolina Municipio|0107.4|Voting District 0107.4
PR|72|031|Carolina Municipio|0107.5|Voting District 0107.5
PR|72|031|Carolina Municipio|0107.6|Voting District 0107.6
PR|72|031|Carolina Municipio|0107.7|Voting District 0107.7
PR|72|031|Carolina Municipio|0107.8|Voting District 0107.8
PR|72|031|Carolina Municipio|0107.9|Voting District 0107.9
PR|72|031|Carolina Municipio|0108.1|Voting District 0108.1
PR|72|031|Carolina Municipio|0108.2|Voting District 0108.2
PR|72|031|Carolina Municipio|0108.3|Voting District 0108.3
PR|72|031|Carolina Municipio|0108.4|Voting District 0108.4
PR|72|031|Carolina Municipio|0108.5|Voting District 0108.5
PR|72|031|Carolina Municipio|0108.6|Voting District 0108.6
PR|72|031|Carolina Municipio|0108.7|Voting District 0108.7
PR|72|031|Carolina Municipio|0108.8|Voting District 0108.8
PR|72|031|Carolina Municipio|0108.9|Voting District 0108.9
PR|72|031|Carolina Municipio|107.10|Voting District 107.10
PR|72|031|Carolina Municipio|108.10|Voting District 108.10
PR|72|031|Carolina Municipio|108.11|Voting District 108.11
PR|72|031|Carolina Municipio|108.12|Voting District 108.12
PR|72|031|Carolina Municipio|108.13|Voting District 108.13
PR|72|031|Carolina Municipio|108.14|Voting District 108.14
PR|72|031|Carolina Municipio|108.15|Voting District 108.15
PR|72|031|Carolina Municipio|108.16|Voting District 108.16
PR|72|031|Carolina Municipio|108.17|Voting District 108.17
PR|72|031|Carolina Municipio|108.18|Voting District 108.18
PR|72|031|Carolina Municipio|108.19|Voting District 108.19
PR|72|031|Carolina Municipio|108.20|Voting District 108.20
PR|72|031|Carolina Municipio|ZZZZZZ|Voting Districts Not Defined
PR|72|033|Cataño Municipio|0008.1|Voting District 0008.1
PR|72|033|Cataño Municipio|0008.2|Voting District 0008.2
PR|72|033|Cataño Municipio|0008.3|Voting District 0008.3
PR|72|033|Cataño Municipio|0008.4|Voting District 0008.4
PR|72|033|Cataño Municipio|0008.5|Voting District 0008.5
PR|72|033|Cataño Municipio|0008.6|Voting District 0008.6
PR|72|033|Cataño Municipio|0008.7|Voting District 0008.7
PR|72|033|Cataño Municipio|0008.8|Voting District 0008.8
PR|72|033|Cataño Municipio|0008.9|Voting District 0008.9
PR|72|033|Cataño Municipio|ZZZZZZ|Voting Districts Not Defined
PR|72|035|Cayey Municipio|0077.1|Voting District 0077.1
PR|72|035|Cayey Municipio|0077.2|Voting District 0077.2
PR|72|035|Cayey Municipio|0077.3|Voting District 0077.3
PR|72|035|Cayey Municipio|0077.4|Voting District 0077.4
PR|72|035|Cayey Municipio|0077.5|Voting District 0077.5
PR|72|035|Cayey Municipio|0077.6|Voting District 0077.6
PR|72|035|Cayey Municipio|0077.7|Voting District 0077.7
PR|72|035|Cayey Municipio|0077.8|Voting District 0077.8
PR|72|035|Cayey Municipio|0077.9|Voting District 0077.9
PR|72|035|Cayey Municipio|077.10|Voting District 077.10
PR|72|035|Cayey Municipio|077.11|Voting District 077.11
PR|72|035|Cayey Municipio|077.12|Voting District 077.12
PR|72|035|Cayey Municipio|077.13|Voting District 077.13
PR|72|035|Cayey Municipio|077.14|Voting District 077.14
PR|72|035|Cayey Municipio|077.15|Voting District 077.15
PR|72|035|Cayey Municipio|077.16|Voting District 077.16
PR|72|035|Cayey Municipio|077.17|Voting District 077.17
PR|72|035|Cayey Municipio|077.18|Voting District 077.18
PR|72|035|Cayey Municipio|077.19|Voting District 077.19
PR|72|035|Cayey Municipio|077.20|Voting District 077.20
PR|72|035|Cayey Municipio|077.21|Voting District 077.21
PR|72|037|Ceiba Municipio|0098.1|Voting District 0098.1
PR|72|037|Ceiba Municipio|0098.2|Voting District 0098.2
PR|72|037|Ceiba Municipio|0098.3|Voting District 0098.3
PR|72|037|Ceiba Municipio|0098.4|Voting District 0098.4
PR|72|037|Ceiba Municipio|0098.5|Voting District 0098.5
PR|72|037|Ceiba Municipio|0098.6|Voting District 0098.6
PR|72|037|Ceiba Municipio|0098.7|Voting District 0098.7
PR|72|037|Ceiba Municipio|ZZZZZZ|Voting Districts Not Defined
PR|72|039|Ciales Municipio|0023.1|Voting District 0023.1
PR|72|039|Ciales Municipio|0023.2|Voting District 0023.2
PR|72|039|Ciales Municipio|0023.3|Voting District 0023.3
PR|72|039|Ciales Municipio|0023.4|Voting District 0023.4
PR|72|039|Ciales Municipio|0023.5|Voting District 0023.5
PR|72|039|Ciales Municipio|0023.6|Voting District 0023.6
PR|72|039|Ciales Municipio|0023.7|Voting District 0023.7
PR|72|039|Ciales Municipio|0023.8|Voting District 0023.8
PR|72|039|Ciales Municipio|0023.9|Voting District 0023.9
PR|72|039|Ciales Municipio|023.10|Voting District 023.10
PR|72|039|Ciales Municipio|023.11|Voting District 023.11
